Transcript,Date,Position,Person,Party,Text,Subject,key
DAR-001,17 DE SETEMBRO DE 2020,178.0,João Cotrim de Figueiredo,IL,"Perguntava a essas pessoas, se estivesse mesmo interessado nelas, se não gostavam de saber como é que foram causadas as mais de 2000 mortes não-COVID durante o período da pandemia, que este fantástico SNS, que a senhora tanto gaba, não soube resolver. Se estivesse mesmo interessado nas pessoas, perguntava-lhes se não gostavam — todas elas e não só os funcionários públicos — de ter uma ADSE (Instituto de Proteção e Assistência na Doença) ou um subsistema similar que venha a haver, como nós defendemos, na Iniciativa Liberal. Sr.ª Deputada, se o PCP estivesse mesmo interessado no bem-estar das pessoas, perguntava-lhes o que é que gostavam de ter e deixava-as escolher. Pergunto-lhe quando é que o PCP vai deixar de ter este menu de prato único, tão caro aos comunistas e também, ao que parece, aos socialistas.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,179.0,Presidente,,"Tem a palavra, para responder, a Sr.ª Deputada Paula Santos. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,180.0,Paula Santos,PCP,"Sr. Presidente, cumprimento também o Sr. Deputado André Ventura e o Sr. Deputado João Cotrim de Figueiredo pelas questões que me fizeram. Deixem-me que vos diga que, de facto, não é de estranhar que, na Assembleia da República, defendam sempre, mas sempre, os interesses dos grupos económicos da área da saúde.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,181.0,João Cotrim de Figueiredo,IL,As pessoas!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,182.0,Paula Santos,PCP,"De facto, é esse o vosso papel aqui, e não a preocupação relativamente aos utentes e à defesa da saúde e da saúde pública, de todos. Aplausos do PCP e do PEV. Protestos do CH e do IL. Srs. Deputados, não é o SNS que deixa as pessoas à porta sem atendimento…",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,183.0,André Ventura,CH,Só lhes fecha a porta!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,184.0,Paula Santos,PCP,"… nem é o SNS que, quando estão lá dentro, as manda embora para outros hospitais. Podemos dar alguns exemplos: ainda agora foi tornado público que há hospitais privados que rejeitaram grávidas que tinham teste positivo à COVID-19. Quem é que as recebe? É o serviço público, não é o serviço privado dos grupos económicos! I SÉRIE — NÚMERO 1",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,185.0,João Cotrim de Figueiredo,IL,"Não são os grupos económicos, são as pessoas! ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,186.0,Paula Santos,PCP,"Sabemos, todos os Srs. Deputados sabem, que alguns doentes têm seguro e fazem a opção pelo hospital privado e que, quando, às vezes, infelizmente, as coisas correm mal, o que o hospital privado lhes diz é: «Pedimos desculpa, o seu plafond terminou. Ou paga ou sai.» Não é o SNS que manda doentes oncológicos para a rua e os empurra em função das condições económicas.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,187.0,João Oliveira,PCP,Exatamente!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,188.0,Paula Santos,PCP,"O Serviço Nacional de Saúde trata todos e é por isso que o PCP defende todos os utentes, defende o acesso à saúde de todos os utentes, e têm sido nesse sentido o trabalho, as opções e as propostas do PCP na Assembleia da República. Veja-se: com a nossa proposta, foi possível reduzir as taxas moderadores no Serviço Nacional de Saúde. Consideramos que elas devem ser eliminadas e estamos a batalhar nesse sentido. Com a nossa intervenção, foi possível alargar a atribuição de transporte de doentes não urgentes para assegurar o acesso aos cuidados de saúde. E cá estamos nós para defender os direitos de quem trabalha, cá estamos nós para defender o alargamento do Serviço Nacional de Saúde, cá estamos nós para defender mais valências nos cuidados de saúde primários, mais valências nos hospitais. O que os senhores aqui fizeram foi tão-somente o papel de defender os interesses dos lucros dos grupos económicos.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,189.0,João Cotrim de Figueiredo,IL,As pessoas!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,190.0,Paula Santos,PCP,"Para esse papel, não contam com o PCP! Aplausos do PCP.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,191.0,Presidente,,"Tem a palavra, para pedir esclarecimentos, a Sr.ª Deputada Ana Rita Bessa, do CDS. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,192.0,Ana Rita Bessa,CDS-PP,"Sr. Presidente, Sr.ª Deputada Paula Santos, gostava de lhe perguntar se sabe quanto é que se gasta em saúde, em Portugal, a cada ano. Se calhar não sabe, mas eu digo-lhe, Sr.ª Deputada: são 18 000 milhões de euros por ano, dos quais 10 000 milhões vêm do Orçamento do Estado e são essencialmente gastos no SNS e 8000 milhões são pagos diretamente pelas pessoas noutros prestadores. Já estamos assim, esta é a realidade de partida, que a Sr.ª Deputada não pode negar. Quase metade dos gastos em saúde, hoje em dia, já não são feitos no SNS. Querer acreditar que o Estado é capaz de financiar a totalidade dos gastos em saúde é uma ilusão e era bom que o PCP fosse percebendo o que é que os números e as escolhas das pessoas ditam. Dito isto, o SNS tem, de facto, 41 anos de vida, presta um serviço essencial, como os números mostram, deve merecer um investimento criterioso, deve ter autonomia de gestão, mas também deve ter uma responsabilização pelos resultados em saúde. Querer acreditar que só o SNS pode, ou, melhor ainda, deve, dar resposta é condenar as pessoas a listas de espera infindáveis, como as que temos hoje. Dou-lhe o exemplo de um cidadão que, ainda há pouco, nos deu nota de que foi informado pelo seu hospital de que a sua consulta externa de cirurgia vascular, que estava marcada para o dia 12 de outubro de 2020, às 10 horas, foi remarcada para o dia 7 de março de 2022, às 10 horas e 40 minutos. Acho uma ternura que, para 2022, se estabeleça já que a consulta será às 10 horas e 40 minutos ⎯ aí, sim, imensa eficiência do SNS. São dois anos de espera, Sr.ª Deputada! A Sr.ª Ana Miguel dos Santos (PSD): ⎯ Pois é!",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,193.0,Ana Rita Bessa,CDS-PP,"É isto que a Sr.ª Deputada acha que é prestar um bom serviço aos cidadãos? Sr.ª Deputada, se a sua preocupação fosse, de facto, dar este bom serviço a quem precisa de cuidados de saúde, não tinha como não compreender…",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,194.0,Presidente,,"Sr.ª Deputada, chamo a sua atenção para o tempo. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,195.0,Ana Rita Bessa,CDS-PP,"Vou terminar, Sr. Presidente. Não há como não compreender que o setor social e o setor privado têm de fazer parte da equação, e não é para alimentar financeiramente esses setores, é para dar resposta às pessoas. Mas, claramente, Sr.ª Deputada, sei que, para isso, não posso contar com o PCP. Quando se trata de ajudar as pessoas, em vez de decalcar um qualquer modelo que não serve a ninguém, não podemos contar com o PCP. Aplausos do CDS-PP.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,196.0,Presidente,,"Tem a palavra, para um pedido de esclarecimento, o Sr. Deputado José Luís Ferreira, do PEV. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,197.0,José Luís Ferreira,PEV,"Sr. Presidente, começo por saudar a Sr.ª Deputada Paula Santos por nos ter trazido um assunto tão importante e sempre tão atual como é a situação do SNS. De facto, o Serviço Nacional de Saúde tem-se mostrado, ao longo do tempo, absolutamente determinante para cumprir um direito constitucionalmente consagrado, que é o direito à saúde. Mesmo aqueles que olharam sempre de lado para o SNS reconhecem agora — ainda que, se calhar, contrariados — a sua importância e o seu contributo decisivo na resposta a uma crise de saúde pública com a dimensão e a gravidade da que estamos a viver. Como pudemos constatar, aliás, sem surpresa, pelo menos para nós, não foi o setor privado, guiado pela lógica de lucro, que prestou as respostas necessárias. O pilar da emergência das ações que se impuseram e que se continuam a impor foi e é o Serviço Nacional de Saúde e os seus profissionais. O maior respeito que se pode prestar a estes profissionais é não ignorar as dificuldades com que se confrontam nesta pandemia, muitas das quais, aliás, são vividas há muitos anos no seu trabalho diário no SNS. Como sabemos, e como a Sr.ª Deputada referiu da tribuna, o SNS tem sido alvo de um subfinanciamento estrutural, mas também marcado pelo encerramento de unidades de saúde de proximidade, pela degradação das instalações, pela carência de médicos de família e de outras especialidades, pela insuficiência de um número significativo de enfermeiros, pelo número diminuto dos mais diversos técnicos, entre tantas outras questões. Naturalmente, estas situações refletem-se na celeridade da resposta que é dada aos cidadãos, que se confrontam, tantas vezes, com enormes listas de espera. Por isso, também consideramos que é imprescindível dotar o SNS de mais profissionais e de mais meios para que esses profissionais possam atuar em segurança e para que os cidadãos possam obter as respostas de que necessitam no âmbito do seu direito ao acesso aos cuidados de saúde.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,198.0,Presidente,,"Sr. Deputado, chamo a sua atenção para o tempo. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,199.0,José Luís Ferreira,PEV,"É muito fácil apoiar Governos que encerram serviços e cortam no Serviço Nacional de Saúde e, depois, vir para aqui dizer que o Serviço Nacional de Saúde não dá resposta. O que nos parece, Sr.ª Deputada, é que, não havendo um reforço do Serviço Nacional de Saúde, este terá muitas dificuldades em dar resposta ao acesso aos cuidados de saúde por parte dos portugueses no futuro. Pergunto-lhe se partilha ou não desta opinião. Aplausos do Deputado do PCP Bruno Dias. I SÉRIE — NÚMERO 1",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,200.0,Presidente,,"Tem a palavra, para pedir esclarecimentos, a Sr.ª Deputada Hortense Martins, do PS. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,201.0,Hortense Martins,PS,"Sr. Presidente, Sr.as e Srs. Deputados, saudamos a Sr.ª Deputada Paula Santos pela intervenção que fez e, sobretudo, por nos ter trazido hoje o tema da saúde e, em concreto, o tema do reforço do SNS. O SNS tem já 41 anos e os portugueses, hoje, não conseguem imaginar Portugal sem o SNS. Aplausos do PS. O SNS é, sem dúvida, uma das maiores conquistas da nossa democracia, criado por António Arnaut, sendo que alguns quiseram ficar de fora.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,202.0,José Luís Ferreira,PEV,Ficaram!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,203.0,Hortense Martins,PS,"Este desafio da pandemia mostrou, de forma bem clara, que a saúde, em particular o SNS, foi e continua a ser uma resposta fundamental e, em alguns casos, a única, como a Sr.ª Deputada muito bem exemplificou. Mas também não quero deixar de dizer que, para a luta contra a pandemia, estão todos convocados, para que esta seja uma luta efetiva e para que consigamos vencer. O SNS é, sobretudo, os seus profissionais, e relevo que já contratámos mais de 1300 profissionais. O SNS também tem de continuar a ser um instrumento fundamental de combate às desigualdades. Na questão do acesso, fez toda a diferença quando as taxas moderadoras, em vez de serem cortadas, como nós fizemos aqui, na Assembleia da República, com o contributo do PCP e da esquerda, foram aumentadas, dificultando o acesso. Nós baixámos as taxas moderadoras. Nós queremos mais acesso aos cuidados de saúde, não só aos cuidados hospitalares mas também aos cuidados de saúde primários. Reconhecemos que a prioridade à pandemia relegou um pouco — teve de ser assim — as questões das respostas assistenciais não-COVID. Naturalmente, o Governo também já identificou essa questão e legislou, através de incentivos, para que essa atividade assistencial fosse também uma prioridade hoje em dia, com mais meios financeiros, mais recursos humanos, mais laboratórios, mais reservas de medicamentos e mais vacinas para fazer face à gripe e ao inverno.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
