Transcript,Date,Position,Person,Party,Text,Subject
DAR-001,17 DE SETEMBRO DE 2020,225,Bruno Dias,PCP,"Sr. Presidente, Sr.as e Srs. Deputados, Sr. Deputado João Gonçalves Pereira, em primeiro lugar, não podemos deixar de registar que a forma e o percurso que nos trouxeram a este documento, com o Governo a recorrer a uma personalidade exterior, dizem muito do caráter episódico e casuístico para onde foi atirada ao longo dos anos a capacidade de planeamento estratégico do Estado português. Está bem à vista o resultado das políticas de tantos anos, de que o CDS, aliás, sempre foi defensor entusiasta, de desmantelamento da Administração Pública, desvalorização dos seus serviços e desrespeito pelos seus profissionais. Não admira que seja nessa lógica de recurso externo que o CDS se sinta em casa, sendo depois nas opções que diverge no concreto. Mas também não admira que o CDS procure manter intocados os pressupostos e as opções que têm condicionado e impedido o desenvolvimento nacional e que estão na base das desigualdades e injustiças que marcam a sociedade e o território. Sr. Deputado, não basta enunciar propostas e objetivos, alguns dos quais há muito sinalizados pelo PCP, que não são, em si mesmo, contestáveis. A questão decisiva está em saber como e ao serviço de quem esses objetivos se devem concretizar. É preciso saber se ao necessário aumento da riqueza produzida está também associada a sua justa distribuição, ou se, pelo contrário, ela concorrerá para uma ainda maior desigualdade na repartição entre capital e trabalho; se a exploração dos recursos naturais tem como objetivo a sua integração numa estratégia soberana ou se se destinará a abrir um novo campo de domínio monopolista e predador dos recursos; se o investimento anunciado tem como objetivo dinamizar a economia nacional, o aparelho produtivo, a criação de emprego com direitos, ou se é apenas um passo para drenar milhões de euros de fundos comunitários para os grupos económicos nacionais e, sobretudo, estrangeiros. A solução para os problemas nacionais não passa por uma política de direita retocada ou maquilhada por meia dúzia de ideias que há muito deveriam estar concretizadas. Há que fazer opções de fundo colhendo as lições da atual situação. Portugal precisa de pôr em marcha um verdadeiro programa de desenvolvimento, não com os critérios e agendas escolhidas e orientadas pelas grandes potências da União Europeia para servir os seus interesses e os interesses das multinacionais, mas, sim, para servir, acima de tudo, o interesse nacional, para servir o povo e o País. Aplausos do PCP.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,226,Presidente,Fernando Negrão,"Para formular pedidos de esclarecimento, tem a palavra a Sr.ª Deputada Filipa Roseta, do PSD. Faça favor, Sr.ª Deputada.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,227,Filipa Roseta,PSD,"Sr. Presidente, Sr.as e Srs. Deputados, realmente, em matéria de obras públicas, habitação e infraestruturas, o Prof. António Costa Silva reúne tudo num único documento de 140 páginas. Mas a verdade é que já estava tudo dito. Foi tudo reafirmado, voltaram a dizer… Mas o que é que falta? Falta fazer! Falta fazer!",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,228,Adão Silva,PSD,Exato!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,229,Filipa Roseta,PSD,"Este Governo demonstra uma gritante incapacidade de execução como não há memória. E o que lhe pergunto, Sr. Deputado, é por que razão acha o senhor que este Governo tenha tamanha incapacidade de execução. Eu penso nisto! Qual é a razão? É que não é por falta de dinheiro. Vejam bem: na habitação tinham 800 edifícios públicos vazios, tinham 50 milhões de euros orçamentados e executaram 7 milhões de euros! E quantos fogos? Zero, zero! Não foi sempre assim. O Eng.º Ferreira do Amaral, num ano, desenhou um programa com fundos comunitários que produziu 2000 fogos por ano, no Governo de Cavaco Silva! Não foi sempre assim! É o Conselho Superior de Obras Públicas que diz que falta capacidade de planeamento e organização, faltam programas, falta capacidade de gestão. Esta é uma incapacidade quase aflitiva, repito, quase aflitiva!",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,230,Bruno Dias,PCP,Chame cá o Dr. Vítor que ele explica!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,231,Filipa Roseta,PSD,"O Prof. António Costa Silva disse hoje de manhã que o problema era a falta de capacidade da Administração Pública, o que rejeito. Não são os funcionários públicos que têm falta de qualificações. Não são, porque eu conheço-os, não é por aí, não é esse o problema. Sabem qual é o problema? O problema é uma cultura burocrática, que está a aumentar cada vez mais, que cria dificuldades para vender facilidades, abrindo portas à corrupção,…",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,232,Mónica Quintela,PSD,Muito bem!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,233,Filipa Roseta,PSD,"… e que de cada vez que há um problema e há um programa que se quer executar abre-se uma «via verde», que é o que se está a preparar para se fazer agora com os fundos, para andar mais rapidamente do que as pessoas normais! Isto, sim, é a pedra angular que temos de destruir se queremos verdadeiramente acabar com a corrupção. Portanto, Sr. Deputado, gostava de saber a sua opinião e gostaria que todos declarássemos, como inimigo número um, a cultura burocrática que está cada vez mais a aumentar, para todos, destruindo as pessoas, as empresas, a economia e a justiça no nosso País. Aplausos do PSD.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,234,Presidente,Fernando Negrão,"Para responder, tem a palavra o Sr. Deputado João Gonçalves Pereira. Faça favor, Sr. Deputado.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,235,João Gonçalves Pereira,CDS-PP,"Sr. Presidente, Sr.as e Srs. Deputados, agradeço as questões que me foram colocadas. Começo por responder ao Sr. Deputado da Iniciativa Liberal, João Cotrim de Figueiredo, dizendo-lhe que o País ouviu o Prof. António Costa Silva — aliás, ele desdobrou-se em entrevistas — dizer que tem uma visão, que tem um plano. Só não sabemos qual é o plano e a visão de António Costa! O que importa saber e discutir é o que é que desse plano e dessa visão vai andar para a frente e o que é que vai ficar para trás. Isso é que importa saber. Há muita propaganda, já estamos habituados a isso, mas há uma diferença entre a apresentação inicial e a apresentação de ontem, e nisso dou razão ao Sr. Deputado: agora aparece muito mais Estado, Estado e mais Estado e falta empreendedorismo, economia aberta. Portanto, parecia que o plano tinha um determinado rumo e, de repente, fez uma inversão de marcha. Em relação ao Sr. Deputado do PCP, Bruno Dias, que parece ter metido uma espécie de cassete «Avante»…",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,236,Bruno Dias,PCP,Finíssima!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,237,João Gonçalves Pereira,CDS-PP,"O Sr. Deputado fez aqui uma declaração, não colocou perguntas, portanto, não tenho nenhuma resposta a dar-lhe, porque não me fez nenhuma pergunta! Entendeu fazê-lo e é legítimo fazer aqui uma declaração.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,238,Bruno Dias,PCP,"Se calhar, não entendeu, esse é que é o problema! ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,239,João Gonçalves Pereira,CDS-PP,"Quanto às questões colocadas pela Sr.ª Deputada Filipa Roseta, do PSD, bem, a incapacidade de execução deste Governo é conhecida e eu diria até que é uma marca do Partido Socialista: anuncia muito, faz muita propaganda, muitas reflexões, muitos debates, mas quando I SÉRIE — NÚMERO 1 chega a altura da execução é que temos um problema. Isso é assim, seja no Governo, seja nas câmaras municipais. Aliás, é-o numa câmara municipal que ambos conhecemos relativamente bem, a Câmara Municipal de Lisboa. Mas o que é que é importante? É importante que o Primeiro-Ministro, aqui mesmo, no Parlamento, venha dizer qual é a sua visão, o seu plano, o que vai retirar desta mesma matéria e do que foi apresentado. É importante também que os ministros, setorialmente, venham aqui, ao Parlamento, dizer ao País o que é que vão exatamente fazer e com que meios, para que o País perceba se vamos ter Costa &amp; Costa &amp; C.ª, ou se vamos ter dois Costa, de costas voltadas. O País precisa de saber isso e esperamos pelo debate com o Primeiro- Ministro. E, seguramente, teremos também depois os ministros no Parlamento a darem as explicações devidas. Aplausos do CDS-PP.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,240,Presidente,Fernando Negrão,"Retomando as perguntas, dou a palavra à Sr.ª Deputada Isabel Pires, do Bloco de Esquerda. Faça favor, Sr.ª Deputada.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,241,Bruno Dias,PCP,Faz uma pergunta que ele perceba!,Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,242,Isabel Pires,BE,"Sr. Presidente, Sr. Deputado, em primeiro lugar, obviamente que é preciso dizer — já tivemos esta discussão na manhã de hoje — que a responsabilidade política da gestão de qualquer crise e da apresentação de visões estratégicas para o País cabe, obviamente, ao Governo e é nesse âmbito que o Bloco de Esquerda tem trabalhado e que o debate deve ser feito. Mas gostaríamos de colocar uma questão — e perceberá, no final, que é, efetivamente, uma questão —, que tem a ver com ausências óbvias desta visão estratégica que foi apresentada, nomeadamente trabalho e salário. E não é de estranhar que o CDS, na sua intervenção, também não tenha falado sobre estas duas matérias, nem as tenha referido sequer esta manhã na audição ao Prof. Costa Silva, porque sabemos qual é a prática política e ideológica do CDS, quer enquanto foi governo, quer na oposição, relativamente à forma de lidar com crises. Não é demais lembrar que a política de recuperação de rendimentos que existiu nos últimos anos e que permitiu ultrapassar a crise que estávamos a atravessar foi determinante para que pudéssemos ter uma recuperação económica como a que vimos no nosso País. Portanto, quando estamos, neste momento, a discutir um aparente plano para uma visão estratégica a dez anos para ultrapassar uma crise que neste momento já começou, identificamos uma significativa diferença ideológica não só entre o Bloco de Esquerda e a visão estratégica do Prof. Costa Silva, mas também do CDS, que escolheu fazer destas matérias, trabalho e rendimentos, os grandes ausentes deste debate. Sabemos que do discurso à prática vai sempre uma distância muito grande e a pergunta que temos para fazer ao CDS, e é uma pergunta efetiva, é esta: qual é, afinal, a visão do CDS para o trabalho, a recuperação de rendimentos, as alterações necessárias ao Código do Trabalho,…",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,243,Presidente,Fernando Negrão,"Sr.ª Deputada, chamo a sua atenção para o tempo. ",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,244,Isabel Pires,BE,"… que continua a esmagar milhares de trabalhadores no nosso País? Qual é, afinal de contas, a visão que o CDS tem para isto? Ou vai continuar, como fez nos últimos anos, a propor a implementação de políticas que esmagam os trabalhadores do nosso País, esmagam os salários e os rendimentos? Aplausos do BE.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,245,Presidente,Fernando Negrão,"Também para formular pedidos de esclarecimento, dou agora a palavra ao Sr. Deputado Carlos Pereira, do PS. Faça favor, Sr. Deputado.",Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,246,Carlos Pereira,PS,"Sr. Presidente, Sr.as e Srs. Deputados, Sr. Deputado João Gonçalves Pereira, agradeço-lhe por ter trazido ao debate na Assembleia da República este tema tão relevante, aliás, procedimento que o Partido Socialista considera absolutamente essencial. Fê-lo já na audição ao Sr. Prof. António Costa Silva, sendo que o Sr. Deputado terá também, na comissão, a oportunidade de dialogar e debater com o Sr. Ministro da Economia e com o Sr. Ministro das Infraestruturas os temas que considerar relevantes. É assim que consideramos que este plano deve ser feito. Devo dizer, em abono da verdade, que não me surpreendeu a intervenção do Sr. Deputado, porque já o tinha ouvido esta manhã na Comissão de Economia, Inovação, Obras Públicas e Habitação. Foi um discurso agarrado a preconceitos ideológicos, como se viu, ignorando completamente a realidade, esta realidade. Mas os preconceitos e convicções que ali demonstrou não resolvem nenhum dos problemas que temos hoje. E isso ficou muito patente na sua intervenção, a qual não teve nenhum rasgo de novas iniciativas, novos caminhos de como fazer para recuperar a economia e que tipo de documento apresentar no quadro da União Europeia para termos acesso aos recursos que são absolutamente essenciais. Aliás, Sr. Deputado, permita-me que lhe diga uma coisa, este documento teve um coordenador, é verdade, o Sr. Prof. António Costa Silva, que disse hoje, na Comissão de Economia, que auscultou muitas entidades: associações empresariais, sindicatos, associações de solidariedade e o Governo também. Portanto, digamos que a forma como o Sr. Deputado se dirigiu ao plano não ofende apenas o Sr. Prof. António Costa Silva, não ofende apenas o PS, não ofende, sequer, o Governo, ofende toda a sociedade civil, que tem vindo a participar no debate sobre o Plano de Recuperação. Aliás, este Plano esteve em consulta pública e esteve-o até dia 20 de agosto. E nessa consulta pública sabemos que participaram muitas outras entidades da sociedade civil. Olhe, Sr. Deputado, vou dizer-lhe: eu próprio participei enquanto cidadão, enquanto madeirense.",Declarações políticas
